"info","info 2","tooltip-info","tooltip-info href","team_name","team_name href","logo src","score","tooltip_item href 2","logo src 2","guest","btn-add-review href","show_movies href"
",  Group O","2015-06-27 15:40","Gimnasio Nuevo León, Monterry","https://women.volleybox.net/tr/gimnasio-nuevo-leon-a3248/matches","Meksika","https://women.volleybox.net/tr/mexico-t1018/matches","https://volleybox.net/media/upload/teams/nt_flag_Mexico.png","2 : 3","https://women.volleybox.net/tr/kenya-t937/matches","https://volleybox.net/media/upload/teams/nt_flag_Kenya.png","Kenya","https://women.volleybox.net/tr/mexico-kenya-c63155","http://www.fivb.org/vis_web/volley/WGP2015c/WGP2015c_p2-010.pdf"
",  Group O","2015-06-28 14:40","Gimnasio Nuevo León, Monterry","https://women.volleybox.net/tr/gimnasio-nuevo-leon-a3248/matches","Meksika","https://women.volleybox.net/tr/mexico-t1018/matches","https://volleybox.net/media/upload/teams/nt_flag_Mexico.png","0 : 3","https://women.volleybox.net/tr/peru-t1108/matches","https://volleybox.net/media/upload/teams/nt_flag_Peru.png","Peru","https://women.volleybox.net/tr/mexico-peru-c63157","http://www.fivb.org/vis_web/volley/WGP2015c/WGP2015c_p2-012.pdf"
",  Group Q","2015-07-03 13:10","Salle Omnisports de Cheraga, Cheraga","https://women.volleybox.net/tr/salle-omnisports-de-cheraga-a3249/matches","Meksika","https://women.volleybox.net/tr/mexico-t1018/matches","https://volleybox.net/media/upload/teams/nt_flag_Mexico.png","0 : 3","https://women.volleybox.net/tr/kenya-t937/matches","https://volleybox.net/media/upload/teams/nt_flag_Kenya.png","Kenya","https://women.volleybox.net/tr/mexico-kenya-c63164","http://www.fivb.org/vis_web/volley/WGP2015c/WGP2015c_p2-019.pdf"
",  Group Q","2015-07-04 18:10","Salle Omnisports de Cheraga, Cheraga","https://women.volleybox.net/tr/salle-omnisports-de-cheraga-a3249/matches","Meksika","https://women.volleybox.net/tr/mexico-t1018/matches","https://volleybox.net/media/img/light-px.png","3 : 2","https://women.volleybox.net/tr/algeria-t649/matches","https://volleybox.net/media/img/light-px.png","Cezayir","https://women.volleybox.net/tr/mexico-algeria-c63167","http://www.fivb.org/vis_web/volley/WGP2015c/WGP2015c_p2-022.pdf"
",  Group Q","2015-07-05 13:10","Salle Omnisports de Cheraga, Cheraga","https://women.volleybox.net/tr/salle-omnisports-de-cheraga-a3249/matches","Avustralya","https://women.volleybox.net/tr/australia-t676/matches","https://volleybox.net/media/img/light-px.png","1 : 3","https://women.volleybox.net/tr/mexico-t1018/matches","https://volleybox.net/media/img/light-px.png","Meksika","https://women.volleybox.net/tr/australia-mexico-c63168","http://www.fivb.org/vis_web/volley/WGP2015c/WGP2015c_p2-023.pdf"
