"info 2","team_name","team_name href","logo src","score","logo src 2","btn-add-review href","show_predictions","show_movies href","show_movies 2","show_movies 3","rank_user","rank_user href","show_movies 4"
"2022-09-23 21:00","Hollanda","https://women.volleybox.net/tr/netherlands-t1057/matches","https://volleybox.net/media/upload/teams/nt_flag_Netherlands.png","3 : 0","https://volleybox.net/media/upload/teams/nt_flag_Kenya.png","https://women.volleybox.net/tr/netherlands-kenya-c111060","137","http://www.fivb.org/vis2009/getdocument.asmx?no=256540287","2","3","Adrian HS","https://women.volleybox.net/tr/user/AdrianHS",""
"2022-09-25 14:00","Belçika","https://women.volleybox.net/tr/belgium-t700/matches","https://volleybox.net/media/upload/teams/nt_flag_Belgium.png","3 : 0","https://volleybox.net/media/upload/teams/nt_flag_Kenya.png","https://women.volleybox.net/tr/belgium-kenya-c113213","143","http://www.fivb.org/vis2009/getdocument.asmx?no=256540384","1","5","I…Y","",""
"2022-09-27 21:00","Kamerun","https://women.volleybox.net/tr/cameroon-t739/matches","https://volleybox.net/media/upload/teams/nt_flag_Cameroon.png","0 : 3","https://volleybox.net/media/upload/teams/nt_flag_Kenya.png","https://women.volleybox.net/tr/cameroon-kenya-c113218","136","http://www.fivb.org/vis2009/getdocument.asmx?no=256540940","2","","I…Y","",""
"2022-09-29 19:00","İtalya","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/upload/teams/nt_flag_Italy.png","3 : 0","https://volleybox.net/media/upload/teams/nt_flag_Kenya.png","https://women.volleybox.net/tr/italy-kenya-c113220","142","http://www.fivb.org/vis2009/getdocument.asmx?no=256541664","3","1","I…Y","",""
"2022-10-01 17:00","Porto Riko","https://women.volleybox.net/tr/puerto-rico-t1120/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://volleybox.net/media/img/light-px.png","https://women.volleybox.net/tr/puerto-rico-kenya-c113223","137","http://www.fivb.org/vis2009/getdocument.asmx?no=256542261","1","1","I…Y","","2"
