Date,Team1,Team2,Score,MatchResult,Score1,Score2,Team1_last5_win_rate,Team1_last5_avg_score,Team1_last5_avg_concede,MatchResult2,Team2_last5_win_rate,Team2_last5_avg_score,Team2_last5_avg_concede,h2h_team1_win_rate
2023-08-06 12:00:00,Brezilya,Polonya,1:3,2,1,3,0.4,2.0,1.8,1,0.8,2.8,1.4,0.8333333333333334
2023-08-06 15:00:00,Tayland,Vietnam,3:1,1,3,1,0.2,0.6,2.4,0,0.4,1.4,1.8,1.0
2023-08-06 15:00:00,Japonya,Çin,0:3,2,0,3,0.8,2.8,1.4,1,0.6,2.2,1.4,0.2857142857142857
2023-08-06 21:00:00,Amerika Birleşik Devletleri,Kosta Rika,3:0,1,3,0,0.8,2.6,1.6,0,0.0,0.0,3.0,1.0
2023-08-06 23:00:00,Meksika,Arjantin,0:3,2,0,3,0.6,2.6,1.2,1,0.0,0.2,3.0,0.5
2023-08-07 01:00:00,Kanada,Kolombiya,1:3,2,1,3,0.6,2.2,1.6,1,0.6,1.8,1.4,0.0
2023-08-07 03:00:00,Porto Riko,Şili,3:0,1,3,0,1.0,3.0,0.4,0,0.0,0.0,3.0,
2023-08-07 21:00:00,Kanada,Kosta Rika,3:0,1,3,0,0.4,1.8,2.2,0,0.0,0.0,3.0,1.0
2023-08-07 23:00:00,Amerika Birleşik Devletleri,Peru,3:0,1,3,0,0.8,2.6,1.2,0,0.4,1.8,1.8,1.0
2023-08-08 02:00:00,Dominik Cumhuriyeti,Şili,3:0,1,3,0,1.0,3.0,0.2,0,0.0,0.0,3.0,1.0
2023-08-08 03:00:00,Porto Riko,Arjantin,3:2,1,3,2,1.0,3.0,0.2,0,0.2,0.8,2.4,0.8571428571428571
2023-08-08 21:00:00,Peru,Kosta Rika,3:0,1,3,0,0.6,1.8,1.4,0,0.0,0.0,3.0,1.0
2023-08-08 23:00:00,Amerika Birleşik Devletleri,Kolombiya,3:0,1,3,0,0.8,2.6,0.8,0,0.6,1.8,1.6,0.8333333333333334
2023-08-09 01:00:00,Porto Riko,Meksika,1:3,2,1,3,1.0,3.0,0.6,1,0.2,1.0,2.8,0.75
2023-08-09 03:00:00,Dominik Cumhuriyeti,Arjantin,3:1,1,3,1,1.0,3.0,0.2,0,0.2,1.2,2.4,1.0
2023-08-09 21:00:00,Kolombiya,Kosta Rika,3:0,1,3,0,0.2,1.0,2.6,0,0.0,0.0,3.0,
2023-08-09 23:00:00,Kanada,Peru,3:2,1,3,2,0.6,2.4,1.6,0,0.4,1.8,1.8,0.625
2023-08-10 01:01:00,Arjantin,Şili,3:0,1,3,0,0.8,2.4,0.8,0,0.0,0.0,3.0,1.0
2023-08-10 03:00:00,Dominik Cumhuriyeti,Meksika,3:0,1,3,0,1.0,3.0,0.4,0,0.4,1.4,2.4,1.0
2023-08-10 21:00:00,Kolombiya,Peru,3:2,1,3,2,0.4,1.4,2.0,0,0.2,1.6,2.4,0.4375
2023-08-10 23:00:00,Meksika,Şili,3:1,1,3,1,0.6,2.2,1.2,0,0.0,0.0,3.0,1.0
2023-08-11 01:00:00,Amerika Birleşik Devletleri,Kanada,3:0,1,3,0,0.8,2.6,0.8,0,0.6,2.2,2.0,0.8888888888888888
2023-08-11 03:00:00,Porto Riko,Dominik Cumhuriyeti,2:3,2,2,3,0.8,2.6,1.2,1,0.6,2.2,2.4,0.0
2023-08-11 13:00:00,Filipinler,Tayland,0:3,2,0,3,0.0,0.2,3.0,1,0.4,2.2,1.8,0.0
2023-08-11 21:00:00,Meksika,Kosta Rika,3:0,1,3,0,0.6,2.2,1.4,0,0.0,0.0,3.0,1.0
2023-08-11 23:00:00,Peru,Şili,3:1,1,3,1,0.8,2.4,0.8,0,0.0,0.2,3.0,1.0
2023-08-12 01:00:00,Arjantin,Kanada,3:1,1,3,1,0.8,2.4,0.6,0,0.6,2.2,2.0,0.4444444444444444
2023-08-12 03:00:00,Kolombiya,Porto Riko,2:3,2,2,3,0.6,2.0,1.8,1,0.2,0.8,2.6,0.5
2023-08-12 10:00:00,Endonezya,Tayland,0:3,2,0,3,0.2,0.8,2.8,1,0.6,2.4,1.2,0.0
2023-08-12 21:00:00,Meksika,Kolombiya,0:3,2,0,3,0.6,2.2,1.4,1,0.4,1.2,2.0,0.0
2023-08-12 23:00:00,Kanada,Peru,0:3,2,0,3,0.6,2.4,2.0,1,0.2,1.8,2.4,0.6666666666666666
2023-08-13 01:00:00,Amerika Birleşik Devletleri,Arjantin,1:3,2,1,3,0.8,2.6,0.6,1,0.2,1.2,2.4,0.875
2023-08-13 03:00:00,Dominik Cumhuriyeti,Porto Riko,2:3,2,2,3,1.0,3.0,0.2,1,0.4,1.4,2.4,1.0
2023-08-13 13:00:00,Tayland,Vietnam,3:0,1,3,0,0.4,1.2,2.0,0,0.2,1.0,2.4,1.0
2023-08-13 19:00:00,Meksika,Kanada,3:1,1,3,1,0.4,1.6,2.0,0,0.6,2.0,2.0,0.14285714285714285
2023-08-13 21:00:00,Kolombiya,Peru,3:2,1,3,2,0.4,1.8,2.2,0,0.4,2.0,1.8,0.47058823529411764
2023-08-13 23:00:00,Amerika Birleşik Devletleri,Dominik Cumhuriyeti,3:1,1,3,1,0.8,2.6,0.6,0,0.6,2.2,2.4,0.6666666666666666
2023-08-14 00:59:00,Arjantin,Porto Riko,3:2,1,3,2,0.8,2.4,0.8,0,0.6,2.0,2.2,0.125
2023-08-15 21:00:00,İtalya,Romanya,3:0,1,3,0,0.8,2.6,1.0,0,0.6,2.2,1.8,0.0
2023-08-16 14:00:00,Kenya,Ruanda,3:0,1,3,0,0.4,1.4,2.0,0,,,,
2023-08-16 22:00:00,Bulgaristan,Hırvatistan,3:1,1,3,1,0.2,1.0,2.6,0,0.4,1.6,1.8,0.8
2023-08-17 16:00:00,Burkina Faso,Kenya,0:3,2,0,3,,,,1,0.2,1.0,2.4,
2023-08-17 19:00:00,Bosna Hersek,Bulgaristan,1:3,2,1,3,0.0,0.5,3.0,1,0.2,1.4,2.4,
2023-08-17 20:00:00,Hollanda,İspanya,3:0,1,3,0,0.4,2.0,2.2,0,0.0,0.6,3.0,
2023-08-17 21:00:00,Yunanistan,Almanya,0:3,2,0,3,0.0,0.4,3.0,1,0.2,1.4,2.4,0.0
2023-08-17 22:00:00,Romanya,Hırvatistan,3:1,1,3,1,0.6,2.2,1.4,0,0.2,1.2,2.4,0.3333333333333333
2023-08-18 15:00:00,Kenya,Uganda,3:0,1,3,0,0.6,2.0,1.4,0,0.0,0.0,3.0,1.0
2023-08-18 17:00:00,Slovakya,Hollanda,0:3,2,0,3,0.2,1.4,2.6,1,0.8,2.6,0.6,
2023-08-18 18:00:00,Sırbistan,Ukrayna,3:0,1,3,0,0.8,2.8,1.8,0,0.4,1.8,2.0,
2023-08-18 18:00:00,İsveç,Türkiye,0:3,2,0,3,0.0,0.0,3.0,1,1.0,3.0,0.4,0.0
2023-08-18 19:00:00,Bosna Hersek,Hırvatistan,3:2,1,3,2,0.0,0.6666666666666666,3.0,0,0.2,1.2,2.4,
2023-08-18 21:00:00,Slovenya,Polonya,0:3,2,0,3,0.6,2.0,1.6,1,0.8,2.8,1.4,0.0
2023-08-18 21:00:00,Azerbaycan,Çek Cumhuriyeti,3:0,1,3,0,0.0,0.0,3.0,0,0.2,0.8,2.4,0.0
2023-08-18 22:00:00,İtalya,İsviçre,3:0,1,3,0,0.8,2.6,1.0,0,0.2,0.6,2.8,1.0
2023-08-19 18:00:00,Fas,Kenya,1:3,2,1,3,0.0,0.0,3.0,1,0.2,1.0,2.4,0.0
2023-08-19 19:00:00,Romanya,İsviçre,2:3,2,2,3,0.6,2.2,1.6,1,0.2,0.6,2.8,1.0
2023-08-19 21:00:00,Azerbaycan,Almanya,1:3,2,1,3,0.2,0.6,2.4,1,0.4,1.8,1.8,1.0
2023-08-19 22:00:00,Bulgaristan,İtalya,0:3,2,0,3,0.4,1.6,2.2,1,0.6,2.2,2.0,0.0
2023-08-20 02:30:00,Brezilya,Şili,3:0,1,3,0,0.4,1.8,1.8,0,0.0,0.4,3.0,1.0
2023-08-20 18:00:00,Sırbistan,Slovenya,3:0,1,3,0,0.8,2.8,1.6,0,0.0,0.2,3.0,
2023-08-20 18:00:00,Kenya,Lesotho,3:0,1,3,0,0.8,2.6,0.8,0,,,,
2023-08-20 18:00:00,Yunanistan,Çek Cumhuriyeti,0:3,2,0,3,0.0,0.2,3.0,1,0.2,0.8,2.4,0.0
2023-08-20 19:00:00,Hollanda,Estonya,3:0,1,3,0,0.4,2.0,2.0,0,0.0,0.0,3.0,1.0
2023-08-20 21:00:00,Azerbaycan,Türkiye,0:3,2,0,3,0.2,0.8,2.4,1,1.0,3.0,0.4,0.0
2023-08-20 21:00:00,Macaristan,Polonya,1:3,2,1,3,0.2,1.6,2.6,1,1.0,3.0,0.8,0.0
2023-08-20 22:00:00,Küba,Porto Riko,3:0,1,3,0,0.6,2.2,1.2,0,0.6,2.2,2.2,0.14285714285714285
2023-08-20 22:00:00,Şili,Kolombiya,0:3,2,0,3,0.0,0.0,3.0,1,0.6,1.8,1.4,0.0
2023-08-21 00:30:00,Brezilya,Arjantin,3:0,1,3,0,0.6,2.4,1.2,0,0.4,1.8,2.0,0.8461538461538461
2023-08-21 02:00:00,Dominik Cumhuriyeti,Meksika,3:0,1,3,0,0.8,2.8,0.8,0,0.4,1.4,2.4,1.0
2023-08-21 18:00:00,Polonya,Sırbistan,1:3,2,1,3,0.6,2.2,2.0,1,0.6,2.6,2.0,0.2222222222222222
2023-08-21 18:00:00,Çek Cumhuriyeti,Türkiye,1:3,2,1,3,0.4,1.6,2.0,1,1.0,3.0,0.4,0.0
2023-08-21 19:00:00,Bosna Hersek,Romanya,2:3,2,2,3,0.25,1.25,2.75,1,0.4,1.6,2.4,
2023-08-21 21:00:00,Almanya,İsveç,1:3,2,1,3,0.4,2.0,2.0,1,0.8,2.4,1.6,
2023-08-21 22:00:00,Meksika,Kanada,3:1,1,3,1,0.6,1.8,1.6,0,0.4,1.6,2.6,0.25
2023-08-21 22:00:00,Hırvatistan,İsviçre,1:3,2,1,3,0.0,0.2,3.0,1,0.4,1.2,2.6,1.0
2023-08-22 02:00:00,Dominik Cumhuriyeti,Küba,3:2,1,3,2,0.8,2.8,0.8,0,0.4,1.4,1.8,0.8888888888888888
2023-08-22 02:30:00,Şili,Arjantin,0:3,2,0,3,0.0,0.0,3.0,1,0.4,1.8,2.0,0.0
2023-08-22 17:00:00,Hollanda,Fransa,3:1,1,3,1,0.6,2.6,1.4,0,0.4,1.8,2.2,
2023-08-22 18:00:00,Kenya,Nijerya,3:0,1,3,0,0.8,2.6,0.6,0,0.0,0.0,3.0,1.0
2023-08-22 19:00:00,Amerika Birleşik Devletleri,Meksika,3:0,1,3,0,0.8,2.6,0.8,0,0.2,0.8,2.6,1.0
2023-08-22 19:00:00,Bulgaristan,Romanya,3:2,1,3,2,0.4,1.4,2.2,0,0.6,2.0,2.2,1.0
2023-08-22 21:00:00,Belçika,Polonya,0:3,2,0,3,0.8,2.8,0.8,1,1.0,3.0,0.8,0.7777777777777778
2023-08-22 21:00:00,Almanya,Çek Cumhuriyeti,2:3,2,2,3,0.2,1.6,2.4,1,0.2,0.8,2.4,1.0
2023-08-22 22:00:00,İtalya,Bosna Hersek,3:0,1,3,0,0.8,2.6,0.8,0,0.0,0.0,3.0,
2023-08-23 02:30:00,Brezilya,Peru,3:0,1,3,0,0.6,2.4,1.2,0,0.2,1.8,2.4,1.0
2023-08-23 17:00:00,Finlandiya,Hollanda,0:3,2,0,3,0.4,1.6,2.2,1,1.0,3.0,0.0,0.0
2023-08-23 18:00:00,Yunanistan,Türkiye,0:3,2,0,3,0.0,0.2,3.0,1,1.0,3.0,0.6,0.0
2023-08-23 19:00:00,İsviçre,Bulgaristan,1:3,2,1,3,0.0,0.2,3.0,1,0.2,1.4,2.6,
2023-08-23 20:00:00,Kenya,Kamerun,3:1,1,3,1,0.8,2.6,0.6,0,0.2,0.6,2.6,0.6153846153846154
2023-08-23 21:00:00,Macaristan,Sırbistan,1:3,2,1,3,0.2,1.8,2.6,1,0.8,2.8,1.6,0.0
2023-08-23 22:00:00,İtalya,Hırvatistan,3:0,1,3,0,0.8,2.6,0.8,0,0.0,1.0,3.0,0.8571428571428571
2023-08-24 02:30:00,Brezilya,Kolombiya,3:0,1,3,0,0.6,2.4,1.2,0,0.8,2.4,0.8,0.75
2023-08-24 16:00:00,Meksika,Porto Riko,3:0,1,3,0,0.8,2.4,1.2,0,0.4,1.6,2.6,0.3333333333333333
2023-08-24 18:00:00,Çek Cumhuriyeti,İsveç,3:0,1,3,0,0.2,1.2,2.6,0,0.8,2.4,1.8,1.0
2023-08-24 18:00:00,Amerika Birleşik Devletleri,Küba,3:0,1,3,0,0.8,2.6,0.8,0,0.4,1.8,1.8,1.0
2023-08-24 18:00:00,Polonya,Ukrayna,3:1,1,3,1,0.4,1.8,2.2,0,0.4,1.8,2.0,1.0
2023-08-24 20:00:00,Mısır,Kenya,0:3,2,0,3,,,,1,0.4,1.6,2.0,0.25
2023-08-24 21:00:00,Dominik Cumhuriyeti,Kanada,3:0,1,3,0,0.8,2.8,1.2,0,0.2,1.2,2.8,0.7857142857142857
2023-08-24 21:00:00,Sırbistan,Belçika,3:0,1,3,0,0.8,2.8,1.2,0,0.2,1.2,2.6,0.7777777777777778
2023-08-24 21:00:00,Almanya,Türkiye,0:3,2,0,3,0.2,1.8,2.4,1,1.0,3.0,0.4,0.16666666666666666
2023-08-25 02:00:00,Porto Riko,Kanada,0:3,2,0,3,0.6,2.4,1.6,1,0.0,0.6,3.0,0.6923076923076923
2023-08-25 04:00:00,Dominik Cumhuriyeti,Amerika Birleşik Devletleri,2:3,2,2,3,0.8,2.8,1.0,1,0.4,2.4,2.0,0.3157894736842105
2023-08-25 16:00:00,Kanada,Küba,3:2,1,3,2,0.4,1.8,2.2,0,0.4,1.6,1.8,0.5555555555555556
2023-08-25 18:00:00,Dominik Cumhuriyeti,Porto Riko,3:0,1,3,0,0.6,2.6,1.6,0,0.4,1.6,2.6,0.9411764705882353
2023-08-26 01:00:00,Amerika Birleşik Devletleri,Meksika,3:0,1,3,0,0.8,2.6,0.8,0,0.2,0.6,2.6,1.0
2023-08-26 03:00:00,Dominik Cumhuriyeti,Küba,3:0,1,3,0,0.8,2.8,1.0,0,0.2,1.4,2.4,0.9
2023-08-26 19:00:00,Fransa,Romanya,3:1,1,3,1,0.4,1.6,1.8,0,0.4,1.8,2.4,1.0
2023-08-26 22:00:00,Kanada,Porto Riko,3:0,1,3,0,0.6,2.0,2.0,0,0.2,1.0,2.8,0.35714285714285715
2023-08-26 22:00:00,İtalya,İspanya,3:0,1,3,0,1.0,3.0,0.2,0,0.0,0.6,3.0,1.0
2023-08-27 02:00:00,Dominik Cumhuriyeti,Amerika Birleşik Devletleri,1:3,2,1,3,0.8,2.8,1.0,1,0.6,2.6,1.8,0.3
2023-08-27 18:00:00,Türkiye,Belçika,3:1,1,3,1,1.0,3.0,0.2,0,0.2,1.0,2.6,0.75
2023-08-27 19:00:00,Hollanda,İsviçre,3:0,1,3,0,0.8,2.8,1.0,0,0.6,1.8,2.2,1.0
2023-08-27 21:00:00,Polonya,Almanya,3:0,1,3,0,0.4,1.8,2.4,0,0.6,2.0,1.4,0.8666666666666667
2023-08-27 22:00:00,Bulgaristan,Slovakya,3:2,1,3,2,0.6,2.0,2.0,0,0.2,1.0,2.6,1.0
2023-08-28 18:00:00,Sırbistan,İsveç,3:0,1,3,0,0.8,2.8,1.0,0,0.8,2.4,1.8,
2023-08-28 21:00:00,Çek Cumhuriyeti,Ukrayna,3:2,1,3,2,0.2,1.2,2.4,0,0.2,1.4,2.6,0.25
2023-08-29 19:00:00,Hollanda,Bulgaristan,3:0,1,3,0,0.8,2.8,0.8,0,0.4,1.6,2.2,0.6666666666666666
2023-08-29 21:30:00,Amerika Birleşik Devletleri,Kosta Rika,3:0,1,3,0,0.8,2.6,0.8,0,0.0,0.0,3.0,1.0
2023-08-29 22:00:00,İtalya,Fransa,3:0,1,3,0,1.0,3.0,0.0,0,0.2,1.4,2.8,
2023-08-30 02:30:00,Kanada,Meksika,3:0,1,3,0,0.8,2.4,1.4,0,0.2,0.6,2.6,0.6666666666666666
2023-08-30 08:00:00,Hong Kong,Çin,0:3,2,0,3,0.3333333333333333,1.0,2.0,1,0.8,2.8,0.8,
2023-08-30 08:00:00,İran,Japonya,0:3,2,0,3,0.25,1.25,2.25,1,0.6,2.2,1.6,0.0
2023-08-30 11:00:00,Güney Kore,Vietnam,2:3,2,2,3,0.2,0.8,2.6,1,0.2,1.0,2.4,0.4
2023-08-30 14:00:00,Çin Taipei,Özbekistan,3:0,1,3,0,0.6,2.0,1.2,0,0.0,0.0,3.0,1.0
2023-08-30 14:00:00,Tayland,Avustralya,3:0,1,3,0,0.6,1.8,1.4,0,0.0,0.0,3.0,1.0
2023-08-30 18:00:00,Türkiye,Polonya,3:0,1,3,0,1.0,3.0,0.4,0,1.0,3.0,0.6,0.8181818181818182
2023-08-30 21:00:00,Sırbistan,Çek Cumhuriyeti,3:1,1,3,1,1.0,3.0,0.4,0,0.4,1.4,2.2,1.0
2023-08-30 21:30:00,Küba,Amerika Birleşik Devletleri,0:3,2,0,3,0.6,2.2,1.2,1,0.6,2.6,2.0,0.0
2023-08-31 02:30:00,Kanada,Porto Riko,3:0,1,3,0,0.8,2.4,1.4,0,0.0,0.4,3.0,0.4
2023-08-31 11:00:00,Filipinler,Çin,0:3,2,0,3,0.0,0.2,3.0,1,1.0,3.0,0.2,0.0
2023-08-31 14:00:00,Güney Kore,Çin Taipei,3:2,1,3,2,0.2,1.2,2.6,0,0.2,1.4,2.4,0.75
2023-08-31 21:30:00,Küba,Kosta Rika,3:0,1,3,0,0.6,2.2,1.2,0,0.0,0.0,3.0,1.0
2023-09-01 02:30:00,Amerika Birleşik Devletleri,Dominik Cumhuriyeti,3:0,1,3,0,1.0,3.0,0.2,0,0.6,2.2,2.4,0.7142857142857143
2023-09-01 08:00:00,Japonya,Hindistan,3:0,1,3,0,0.8,2.4,1.4,0,0.0,0.0,3.0,1.0
2023-09-01 11:00:00,Özbekistan,Güney Kore,0:3,2,0,3,,,,1,0.0,0.4,3.0,
2023-09-01 11:00:00,Çin Taipei,Vietnam,1:3,2,1,3,0.8,2.6,0.6,1,0.4,1.6,2.2,0.2
2023-09-01 14:00:00,Çin,Kazakistan,3:0,1,3,0,0.8,2.6,1.4,0,0.0,0.0,3.0,0.8
2023-09-01 14:00:00,Tayland,Moğolistan,3:0,1,3,0,0.8,2.4,0.8,0,,,,
2023-09-01 18:00:00,Türkiye,İtalya,3:2,1,3,2,1.0,3.0,0.2,0,0.8,2.4,1.4,0.5
2023-09-01 21:30:00,Hollanda,Sırbistan,1:3,2,1,3,1.0,3.0,0.2,1,0.8,2.8,1.4,0.5
2023-09-02 02:30:00,Dominik Cumhuriyeti,Meksika,3:0,1,3,0,0.6,2.4,1.2,0,0.0,0.0,3.0,1.0
2023-09-02 20:30:00,Porto Riko,Meksika,0:3,2,0,3,0.4,1.8,2.2,1,0.0,0.0,3.0,0.6
2023-09-03 02:30:00,Kanada,Dominik Cumhuriyeti,1:3,2,1,3,0.8,2.4,1.0,1,0.6,2.0,2.4,0.2
2023-09-03 08:00:00,Hindistan,Çin,0:3,2,0,3,0.0,1.0,3.0,1,1.0,3.0,0.0,0.0
2023-09-03 08:00:00,Japonya,Kazakistan,3:0,1,3,0,0.8,2.4,1.0,0,0.0,0.0,3.0,1.0
2023-09-03 11:00:00,Tayland,Güney Kore,3:0,1,3,0,1.0,3.0,0.2,0,0.2,1.0,2.4,0.7142857142857143
2023-09-03 17:30:00,Hollanda,İtalya,3:0,1,3,0,0.8,2.6,0.8,0,0.6,2.2,1.6,0.5
2023-09-03 18:30:00,Kosta Rika,Porto Riko,0:3,2,0,3,0.0,0.0,3.0,1,0.0,0.0,3.0,0.0
2023-09-03 21:00:00,Sırbistan,Türkiye,2:3,2,2,3,1.0,3.0,0.2,1,1.0,3.0,0.2,0.6666666666666666
2023-09-03 22:00:00,Kanada,Küba,3:1,1,3,1,0.8,2.6,1.0,0,0.2,1.4,2.4,0.6
2023-09-03 23:30:00,Amerika Birleşik Devletleri,Dominik Cumhuriyeti,2:3,2,2,3,1.0,3.0,0.0,1,0.6,2.0,2.2,0.7272727272727273
2023-09-04 08:00:00,Japonya,Çin,2:3,2,2,3,0.8,2.4,0.6,1,1.0,3.0,0.0,0.2727272727272727
2023-09-04 11:00:00,Avustralya,Güney Kore,0:3,2,0,3,0.0,0.8,3.0,1,0.2,0.8,2.4,
2023-09-04 11:00:00,Moğolistan,Çin Taipei,0:3,2,0,3,,,,1,0.2,1.8,2.4,
2023-09-04 14:00:00,Tayland,Vietnam,3:1,1,3,1,1.0,3.0,0.2,0,0.6,2.0,1.8,1.0
2023-09-05 08:00:00,Güney Kore,Hindistan,3:0,1,3,0,0.4,1.8,2.4,0,0.0,0.0,3.0,1.0
2023-09-05 11:00:00,Vietnam,Çin,0:3,2,0,3,0.2,1.4,2.8,1,1.0,3.0,0.4,0.0
2023-09-05 11:00:00,Çin Taipei,Hong Kong,3:0,1,3,0,0.6,2.2,1.2,0,0.0,0.0,3.0,
2023-09-05 14:00:00,Tayland,Japonya,3:2,1,3,2,1.0,3.0,0.2,0,0.6,2.2,1.6,0.17647058823529413
2023-09-06 08:00:00,Güney Kore,Kazakistan,0:3,2,0,3,0.4,1.8,2.2,1,0.0,0.0,3.0,0.8333333333333334
2023-09-06 11:00:00,Japonya,Vietnam,3:2,1,3,2,0.6,2.2,1.2,0,0.4,1.6,2.4,1.0
2023-09-06 12:00:00,Çin Taipei,İran,3:0,1,3,0,0.8,2.6,0.6,0,0.0,0.2,3.0,1.0
2023-09-06 14:00:00,Tayland,Çin,3:2,1,3,2,1.0,3.0,0.6,0,1.0,3.0,0.4,0.11764705882352941
2023-09-16 07:00:00,Türkiye,Porto Riko,3:0,1,3,0,1.0,3.0,0.6,0,0.2,0.6,2.4,
2023-09-16 10:00:00,Belçika,Bulgaristan,3:0,1,3,0,0.8,2.4,0.8,0,0.4,1.6,2.2,1.0
2023-09-16 13:00:00,Brezilya,Arjantin,3:0,1,3,0,0.8,2.6,0.6,0,0.4,1.8,2.0,0.8571428571428571
2023-09-16 13:00:00,Türkiye,Porto Riko,3:0,1,3,0,1.0,3.0,0.6,0,0.2,0.6,2.4,1.0
2023-09-16 19:25:00,Japonya,Peru,3:0,1,3,0,0.6,2.2,1.6,0,0.2,1.8,2.4,1.0
2023-09-17 04:00:00,Belçika,Porto Riko,1:3,2,1,3,0.8,2.4,0.6,1,0.2,0.6,2.4,1.0
2023-09-17 05:00:00,Hollanda,Çek Cumhuriyeti,3:0,1,3,0,0.8,2.6,0.8,0,0.4,1.4,2.2,1.0
2023-09-17 07:00:00,Türkiye,Bulgaristan,3:0,1,3,0,1.0,3.0,0.6,0,0.4,1.6,2.2,0.7142857142857143
2023-09-17 08:00:00,Dominik Cumhuriyeti,Kanada,3:2,1,3,2,0.6,2.4,1.2,0,0.2,1.2,2.4,0.8125
2023-09-17 10:00:00,Belçika,Porto Riko,1:3,2,1,3,0.6,2.0,1.2,1,0.4,1.2,2.0,0.5
2023-09-17 10:00:00,Brezilya,Peru,3:0,1,3,0,1.0,3.0,0.0,0,0.2,1.4,2.4,1.0
2023-09-17 11:00:00,Sırbistan,Ukrayna,3:0,1,3,0,0.8,2.8,0.8,0,0.2,1.6,2.6,1.0
2023-09-17 12:30:00,Almanya,Kolombiya,3:1,1,3,1,0.2,1.6,2.4,0,0.6,1.8,1.4,1.0
2023-09-17 13:00:00,Türkiye,Bulgaristan,3:0,1,3,0,1.0,3.0,0.4,0,0.4,1.2,2.2,0.75
2023-09-17 13:30:00,Japonya,Arjantin,3:0,1,3,0,0.8,2.8,1.0,0,0.4,1.4,2.0,1.0
2023-09-17 14:30:00,Çin,Meksika,3:0,1,3,0,0.8,2.6,1.0,0,0.2,0.6,2.4,1.0
2023-09-17 15:30:00,Amerika Birleşik Devletleri,Tayland,3:0,1,3,0,0.8,2.8,0.6,0,0.6,2.4,1.2,1.0
2023-09-17 16:00:00,Brezilya,Peru,3:0,1,3,0,1.0,3.0,0.0,0,0.2,1.0,2.4,1.0
2023-09-17 18:30:00,Polonya,Güney Kore,3:1,1,3,1,0.4,1.8,2.0,0,0.4,1.2,1.8,0.7272727272727273
2023-09-17 19:25:00,Japonya,Arjantin,3:0,1,3,0,0.8,2.8,1.0,0,0.4,1.2,2.0,1.0
2023-09-17 21:45:00,İtalya,Slovenya,3:0,1,3,0,1.0,3.0,0.0,0,0.0,0.2,3.0,1.0
2023-09-19 04:00:00,Belçika,Arjantin,0:3,2,0,3,0.4,1.6,1.8,1,0.2,0.6,2.4,1.0
2023-09-19 05:00:00,Sırbistan,Kanada,3:0,1,3,0,0.8,2.8,0.8,0,0.2,1.4,2.4,0.5
2023-09-19 07:00:00,Türkiye,Peru,3:1,1,3,1,1.0,3.0,0.4,0,0.0,0.4,3.0,
2023-09-19 08:00:00,Dominik Cumhuriyeti,Ukrayna,3:0,1,3,0,0.8,2.6,1.0,0,0.2,1.2,2.6,
2023-09-19 10:00:00,Belçika,Arjantin,0:3,2,0,3,0.2,1.0,2.4,1,0.4,1.2,1.8,0.8
2023-09-19 10:00:00,Brezilya,Bulgaristan,3:2,1,3,2,1.0,3.0,0.0,0,0.2,0.6,2.6,1.0
2023-09-19 11:00:00,Hollanda,Meksika,3:0,1,3,0,0.8,2.6,0.6,0,0.2,0.6,2.4,1.0
2023-09-19 12:30:00,Almanya,Güney Kore,3:2,1,3,2,0.2,1.6,2.6,0,0.4,1.4,1.8,0.5714285714285714
2023-09-19 13:00:00,Türkiye,Peru,3:1,1,3,1,1.0,3.0,0.2,0,0.0,0.2,3.0,1.0
2023-09-19 13:30:00,Japonya,Porto Riko,3:0,1,3,0,0.8,2.8,1.0,0,0.6,1.8,1.6,1.0
2023-09-19 14:30:00,Çin,Çek Cumhuriyeti,3:0,1,3,0,0.8,2.6,0.8,0,0.4,1.4,2.2,1.0
2023-09-19 15:30:00,İtalya,Tayland,3:1,1,3,1,1.0,3.0,0.0,0,0.6,2.2,1.2,0.8181818181818182
2023-09-19 16:00:00,Brezilya,Bulgaristan,3:2,1,3,2,1.0,3.0,0.4,0,0.0,0.4,3.0,1.0
2023-09-19 18:30:00,Polonya,Kolombiya,3:0,1,3,0,0.6,2.0,1.6,0,0.4,1.4,1.8,1.0
2023-09-19 19:25:00,Japonya,Porto Riko,3:0,1,3,0,1.0,3.0,0.4,0,0.4,1.2,2.2,1.0
2023-09-19 21:30:00,Amerika Birleşik Devletleri,Slovenya,3:1,1,3,1,0.8,2.8,0.6,0,0.0,0.2,3.0,
2023-09-20 04:00:00,Belçika,Peru,3:0,1,3,0,0.2,1.0,2.4,0,0.0,0.4,3.0,1.0
2023-09-20 05:00:00,Hollanda,Ukrayna,3:0,1,3,0,0.8,2.6,0.6,0,0.0,0.6,3.0,1.0
2023-09-20 07:00:00,Türkiye,Arjantin,3:1,1,3,1,1.0,3.0,0.4,0,0.4,1.2,1.8,1.0
2023-09-20 08:00:00,Dominik Cumhuriyeti,Meksika,3:0,1,3,0,0.8,2.6,1.0,0,0.2,0.6,2.4,1.0
2023-09-20 10:00:00,Brezilya,Porto Riko,3:0,1,3,0,1.0,3.0,0.8,0,0.4,1.2,2.2,1.0
2023-09-20 11:00:00,Sırbistan,Çek Cumhuriyeti,3:1,1,3,1,0.8,2.8,0.8,0,0.4,1.4,2.2,1.0
2023-09-20 12:30:00,İtalya,Kolombiya,3:0,1,3,0,1.0,3.0,0.2,0,0.4,1.4,1.8,1.0
