Date,Team1,Team2,Score,MatchResult,Score1,Score2,Team1_last5_win_rate,Team1_last5_avg_score,Team1_last5_avg_concede,MatchResult2,Team2_last5_win_rate,Team2_last5_avg_score,Team2_last5_avg_concede,h2h_team1_win_rate,Team1_encoded,Team2_encoded
2014-08-23 08:20:00,Türkiye,Çin,2:3,2,2,3,0.6,2.4,2.2,1,0.0,1.0,3.0,0.0,92,103
2014-08-23 11:00:00,Rusya,Brezilya,0:3,2,0,3,0.6,2.2,1.6,1,0.0,2.0,3.0,0.0,80,13
2014-08-24 08:20:00,Çin,Rusya,2:3,2,2,3,0.4,1.8,2.2,1,0.4,1.8,2.2,0.0,103,80
2014-08-24 11:00:00,Belçika,Türkiye,1:3,2,1,3,1.0,3.0,0.0,1,0.3333333333333333,1.3333333333333333,2.3333333333333335,0.0,9,92
2014-09-06 10:00:00,Çin Taipei,Tayland,3:2,1,3,2,0.0,0.0,0.0,0,0.0,0.5,3.0,0.0,104,89
2014-09-06 12:00:00,Çin,Vietnam,3:0,1,3,0,0.2,1.6,2.6,0,0.0,0.0,0.0,0.0,103,98
2014-09-07 08:00:00,Japonya,Çin Taipei,3:0,1,3,0,0.6666666666666666,2.6666666666666665,1.3333333333333333,0,0.0,0.0,0.0,0.0,42,104
2014-09-07 10:00:00,Çin,İran,3:0,1,3,0,0.4,1.8,2.0,0,0.0,0.0,0.0,0.0,103,107
2014-09-08 08:00:00,Kazakistan,Çin Taipei,3:2,1,3,2,0.0,0.0,0.0,0,0.0,0.0,3.0,0.0,48,104
2014-09-08 15:30:00,Çin,Güney Kore,3:0,1,3,0,0.6,2.2,1.4,0,0.5,2.0,2.0,1.0,103,37
2014-09-10 08:00:00,Güney Kore,Çin Taipei,3:0,1,3,0,0.0,0.0,0.0,0,0.0,1.0,3.0,0.0,37,104
2014-09-10 15:30:00,Çin,Tayland,3:0,1,3,0,0.6,2.2,1.2,0,0.0,1.0,3.0,1.0,103,89
2014-09-11 08:00:00,Çin Taipei,İran,3:1,1,3,1,1.0,3.0,2.0,0,0.0,0.0,3.0,0.0,104,107
2014-09-11 15:30:00,Çin,Japonya,3:0,1,3,0,0.8,2.8,0.6,0,0.5,1.75,1.75,0.3333333333333333,103,42
2014-09-12 10:00:00,Tayland,Çin Taipei,3:0,1,3,0,0.0,0.0,0.0,0,0.0,0.6666666666666666,3.0,0.0,89,104
2014-09-12 15:30:00,Çin,Güney Kore,3:0,1,3,0,1.0,3.0,0.0,0,0.3333333333333333,1.3333333333333333,2.3333333333333335,1.0,103,37
2014-09-23 06:30:00,Arjantin,Hırvatistan,1:3,2,1,3,0.6,2.2,1.6,1,0.0,0.0,0.0,0.0,3,41
2014-09-23 06:30:00,Çin,Porto Riko,3:0,1,3,0,1.0,3.0,0.0,0,1.0,3.0,0.75,0.0,103,77
2014-09-23 13:00:00,Rusya,Tayland,3:0,1,3,0,0.6,2.0,1.6,0,0.0,0.75,3.0,0.0,80,89
2014-09-23 13:00:00,Sırbistan,Türkiye,3:1,1,3,1,0.0,0.0,0.0,0,0.5,1.75,2.0,0.0,88,92
2014-09-23 16:00:00,Küba,Belçika,0:3,2,0,3,0.0,1.6666666666666667,3.0,1,0.6,2.0,1.2,0.0,56,9
2014-09-23 16:00:00,İtalya,Tunus,3:0,1,3,0,0.75,2.5,1.75,0,0.0,0.0,0.0,0.0,112,91
2014-09-24 06:30:00,Türkiye,Kanada,3:0,1,3,0,0.4,2.2,2.4,0,0.4,1.8,2.2,0.0,92,45
2014-09-24 06:30:00,Çin,Azerbaycan,3:0,1,3,0,1.0,3.0,0.0,0,0.0,0.0,0.0,0.0,103,7
2014-09-24 13:00:00,Almanya,Arjantin,3:0,1,3,0,0.0,0.0,3.0,0,0.3333333333333333,1.0,2.3333333333333335,0.0,1,3
2014-09-24 13:00:00,Rusya,Meksika,3:0,1,3,0,0.8,2.4,1.0,0,0.0,0.0,0.0,0.0,80,65
2014-09-24 16:00:00,Hırvatistan,İtalya,0:3,2,0,3,1.0,3.0,0.0,1,0.25,1.25,2.75,0.0,41,112
2014-09-24 16:00:00,Porto Riko,Küba,3:0,1,3,0,1.0,3.0,0.3333333333333333,0,0.2,0.8,2.4,1.0,77,56
2014-09-25 08:00:00,Çin,Çin Taipei,3:0,1,3,0,1.0,3.0,0.0,0,0.0,0.5,3.0,0.0,103,104
2014-09-25 13:00:00,Küba,Japonya,0:3,2,0,3,0.0,1.25,3.0,1,0.4,1.4,2.0,0.0,56,42
2014-09-25 13:00:00,Kazakistan,Rusya,0:3,2,0,3,1.0,3.0,2.0,1,0.6,2.0,2.0,0.0,48,80
2014-09-25 16:00:00,Arjantin,İtalya,0:3,2,0,3,0.6,2.0,1.6,1,0.4,1.6,2.2,0.0,3,112
2014-09-25 16:00:00,Türkiye,Bulgaristan,2:3,2,2,3,0.4,2.2,2.2,1,0.0,0.0,0.0,0.0,92,14
2014-09-25 16:00:00,Belçika,Çin,0:3,2,0,3,0.5,2.0,1.5,1,0.25,1.5,2.75,0.0,9,103
2014-09-27 13:00:00,Dominik Cumhuriyeti,Arjantin,3:1,1,3,1,0.0,0.0,0.0,0,0.25,0.75,2.5,0.0,21,3
2014-09-27 13:00:00,Rusya,Hollanda,3:1,1,3,1,0.8,2.4,0.8,0,1.0,3.0,0.0,0.0,80,39
2014-09-27 16:00:00,İtalya,Almanya,3:1,1,3,1,0.8,2.6,1.4,0,0.3333333333333333,2.0,2.3333333333333335,1.0,112,1
2014-09-27 16:00:00,Çin,Küba,3:0,1,3,0,1.0,3.0,0.0,0,0.2,0.8,2.4,0.0,103,56
2014-09-27 16:00:00,Brezilya,Türkiye,3:2,1,3,2,1.0,3.0,0.25,0,0.4,1.6,2.2,0.0,13,92
2014-09-28 06:30:00,Kamerun,Türkiye,0:3,2,0,3,0.0,0.0,0.0,1,0.4,1.8,2.2,0.0,44,92
2014-09-28 06:30:00,Azerbaycan,Küba,3:1,1,3,1,0.0,0.0,0.0,0,0.2,0.8,2.4,0.0,7,56
2014-09-28 06:30:00,Tunus,Arjantin,0:3,2,0,3,0.0,0.0,0.0,1,0.2,0.8,2.6,0.0,91,3
2014-09-28 13:00:00,Japonya,Çin,2:3,2,2,3,0.75,2.75,1.0,1,0.4,1.8,2.2,0.5,42,103
2014-09-28 16:00:00,Amerika Birleşik Devletleri,Rusya,3:1,1,3,1,0.0,0.0,0.0,0,0.8,2.6,1.4,1.0,2,80
2014-09-28 16:00:00,İtalya,Dominik Cumhuriyeti,2:3,2,2,3,0.8,2.6,1.2,1,0.5,1.5,2.5,0.0,112,21
2014-10-01 13:00:00,Türkiye,Amerika Birleşik Devletleri,1:3,2,1,3,0.4,2.4,2.2,1,0.5,2.5,2.0,1.0,92,2
2014-10-01 16:00:00,Almanya,Çin,0:3,2,0,3,0.5,1.5,1.5,1,0.6,2.2,2.0,0.0,1,103
2014-10-01 16:00:00,İtalya,Azerbaycan,3:1,1,3,1,0.6,2.4,1.8,0,0.0,0.0,3.0,0.0,112,7
2014-10-01 16:00:00,Bulgaristan,Rusya,1:3,2,1,3,1.0,3.0,1.5,1,0.6,2.2,2.0,0.0,14,80
2014-10-02 13:00:00,Türkiye,Rusya,3:2,1,3,2,0.2,2.0,2.4,0,0.8,2.6,1.6,0.3333333333333333,92,80
2014-10-02 14:30:00,Güney Kore,Çin,3:0,1,3,0,1.0,3.0,0.0,0,0.8,2.4,1.4,0.0,37,103
2014-10-02 16:00:00,İtalya,Belçika,3:0,1,3,0,0.6,2.4,1.6,0,0.6,2.0,1.2,0.0,112,9
2014-10-02 16:00:00,Hırvatistan,Çin,0:3,2,0,3,0.5,1.5,1.5,1,0.8,2.4,1.4,0.0,41,103
2014-10-04 13:00:00,Türkiye,Hollanda,3:1,1,3,1,0.4,2.2,2.2,0,0.6666666666666666,2.3333333333333335,1.0,0.0,92,39
2014-10-04 13:00:00,Dominik Cumhuriyeti,Çin,2:3,2,2,3,1.0,3.0,1.0,1,0.8,2.4,1.0,0.0,21,103
2014-10-04 16:00:00,İtalya,Japonya,3:0,1,3,0,0.8,2.8,1.0,0,0.6,1.8,1.4,1.0,112,42
2014-10-04 16:00:00,Brezilya,Rusya,3:1,1,3,1,1.0,3.0,0.6,0,0.6,2.4,1.8,1.0,13,80
2014-10-05 13:00:00,Türkiye,Kazakistan,3:0,1,3,0,0.6,2.4,1.8,0,0.0,0.0,0.0,0.0,92,48
2014-10-05 13:00:00,Sırbistan,Rusya,0:3,2,0,3,1.0,3.0,1.0,1,0.4,2.0,2.0,0.0,88,80
2014-10-05 16:00:00,İtalya,Çin,3:1,1,3,1,0.8,2.8,1.0,0,0.8,2.4,1.4,0.5,112,103
2014-10-08 13:30:00,Brezilya,Çin,3:0,1,3,0,1.0,3.0,0.6,0,0.6,2.0,1.6,1.0,13,103
2014-10-08 16:00:00,İtalya,Amerika Birleşik Devletleri,3:0,1,3,0,0.8,2.8,1.0,0,0.6666666666666666,2.6666666666666665,1.6666666666666667,0.0,112,2
2014-10-09 13:30:00,Çin,Dominik Cumhuriyeti,3:2,1,3,2,1.0,3.0,0.0,0,0.6666666666666666,2.0,2.3333333333333335,1.0,103,21
2014-10-09 16:00:00,Amerika Birleşik Devletleri,Rusya,3:1,1,3,1,1.0,3.0,1.0,0,0.4,2.0,2.0,1.0,2,80
2014-10-10 16:00:00,İtalya,Rusya,3:1,1,3,1,1.0,3.0,0.4,0,0.4,2.0,2.0,0.0,112,80
2014-10-11 16:45:00,İtalya,Çin,1:3,2,1,3,1.0,3.0,0.4,1,0.4,1.4,2.2,0.6666666666666666,112,103
2014-10-12 13:30:00,İtalya,Brezilya,2:3,2,2,3,0.8,2.6,1.0,1,0.5,2.5,1.5,0.0,112,13
2014-10-12 16:00:00,Çin,Amerika Birleşik Devletleri,1:3,2,1,3,1.0,3.0,0.4,1,0.5,2.0,2.0,0.0,103,2
2015-04-22 19:30:00,Kenya,Etiyopya,3:0,1,3,0,1.0,3.0,1.0,0,0.0,0.0,0.0,0.0,49,26
2015-04-24 17:00:00,Kenya,Burundi,3:0,1,3,0,1.0,3.0,0.6666666666666666,0,0.0,0.0,0.0,0.0,49,16
2015-04-25 19:30:00,Kenya,Uganda,3:0,1,3,0,1.0,3.0,0.5,0,0.0,0.0,0.0,0.0,49,93
2015-05-26 20:30:00,Güney Kore,İran,3:1,1,3,1,1.0,3.0,0.0,0,0.0,0.5,3.0,0.0,37,107
2015-05-27 17:00:00,Çin,Tayland,3:1,1,3,1,0.8,2.6,1.0,0,0.0,0.6,3.0,1.0,103,89
2015-05-27 20:30:00,Güney Kore,Çin Taipei,3:1,1,3,1,1.0,3.0,0.3333333333333333,0,0.0,0.4,3.0,1.0,37,104
2015-05-28 01:00:00,Çin,Güney Kore,3:0,1,3,0,0.8,2.6,1.2,0,0.25,1.0,2.5,0.75,103,37
2015-05-30 20:00:00,Türkiye,Hollanda,3:2,1,3,2,0.6,2.4,1.8,0,0.5,2.0,1.5,1.0,92,39
2015-05-31 01:00:00,Türkiye,Japonya,3:2,1,3,2,0.8,2.6,1.6,0,0.6,1.8,1.4,0.0,92,42
2015-05-31 07:30:00,Hollanda,Rusya,3:0,1,3,0,1.0,3.0,0.0,0,0.2,1.6,2.4,0.0,39,80
2015-06-11 09:00:00,Tayland,Myanmar,3:0,1,3,0,1.0,3.0,0.0,0,0.0,0.0,0.0,0.0,89,68
2015-06-12 06:00:00,Mauritius,Kenya,0:3,2,0,3,0.0,0.0,0.0,1,0.0,1.0,3.0,0.0,64,49
2015-06-12 07:00:00,Singapur,Tayland,0:3,2,0,3,0.0,0.0,0.0,1,0.0,0.6,3.0,0.0,82,89
2015-06-13 21:00:00,Hollanda,Rusya,3:1,1,3,1,1.0,3.0,0.0,0,0.2,1.2,2.4,0.5,39,80
2015-06-13 23:00:00,Polonya,Türkiye,3:2,1,3,2,0.2,0.8,2.4,0,0.4,1.8,2.0,0.0,75,92
2015-06-14 06:00:00,Kenya,Cezayir,3:0,1,3,0,1.0,3.0,0.4,0,0.0,0.0,3.0,1.0,49,18
2015-06-14 10:00:00,Tayland,Endonezya,3:1,1,3,1,1.0,3.0,0.0,0,0.0,0.0,0.0,0.0,89,24
2015-06-15 06:00:00,Kenya,Botswana,3:0,1,3,0,1.0,3.0,0.4,0,0.0,0.0,0.0,0.0,49,12
2015-06-15 10:00:00,Bulgaristan,Rusya,3:0,1,3,0,0.6666666666666666,2.3333333333333335,2.0,0,0.2,1.2,2.4,0.0,14,80
2015-06-15 12:00:00,Tayland,Vietnam,3:0,1,3,0,1.0,3.0,0.3333333333333333,0,0.0,0.0,3.0,0.0,89,98
2015-06-15 12:00:00,Türkiye,İtalya,3:0,1,3,0,1.0,3.0,1.4,0,0.6,2.2,1.6,1.0,92,112
2015-06-15 15:30:00,Hırvatistan,Hollanda,1:3,2,1,3,0.3333333333333333,1.0,2.0,1,0.4,2.0,1.8,0.0,41,39
2015-06-15 17:30:00,Romanya,Belçika,0:3,2,0,3,0.0,0.0,0.0,1,0.4,1.4,1.8,0.0,78,9
2015-06-15 21:00:00,Almanya,Sırbistan,1:3,2,1,3,0.3333333333333333,1.0,2.0,1,0.5,2.5,2.5,0.0,1,88
2015-06-15 23:00:00,Azerbaycan,Polonya,3:0,1,3,0,1.0,3.0,1.0,0,0.5,1.75,2.25,0.0,7,75
2015-06-17 06:00:00,Kenya,Kamerun,3:0,1,3,0,1.0,3.0,0.0,0,0.0,0.0,0.0,0.0,49,44
2015-06-17 10:00:00,Hollanda,Almanya,0:3,2,0,3,1.0,3.0,0.3333333333333333,1,0.25,1.75,2.5,0.0,39,1
2015-06-17 12:00:00,Polonya,Romanya,3:0,1,3,0,0.2,0.8,2.8,0,0.0,0.0,0.0,0.0,75,78
2015-06-17 15:30:00,Sırbistan,Bulgaristan,3:0,1,3,0,0.5,1.5,2.0,0,1.0,3.0,2.0,0.0,88,14
2015-06-17 17:30:00,İtalya,Azerbaycan,1:3,2,1,3,0.6,2.4,1.6,1,0.0,0.5,3.0,1.0,112,7
2015-06-17 21:00:00,Belçika,Türkiye,0:3,2,0,3,0.3333333333333333,1.3333333333333333,2.0,1,0.4,2.2,2.0,0.0,9,92
2015-06-17 23:00:00,Rusya,Hırvatistan,3:0,1,3,0,0.8,2.4,0.8,0,1.0,3.0,1.0,0.0,80,41
2015-06-19 06:00:00,Kenya,Cezayir,3:0,1,3,0,1.0,3.0,0.0,0,0.0,0.0,3.0,1.0,49,18
2015-06-19 10:00:00,Romanya,Türkiye,0:3,2,0,3,0.0,0.0,3.0,1,0.4,2.2,1.8,0.0,78,92
2015-06-19 15:30:00,Sırbistan,Hollanda,2:3,2,2,3,0.6666666666666666,2.0,1.3333333333333333,1,0.4,2.0,2.0,0.0,88,39
2015-06-19 17:30:00,Polonya,İtalya,3:0,1,3,0,0.4,1.2,2.2,0,0.4,1.6,1.8,0.0,75,112
2015-06-19 23:00:00,Almanya,Rusya,2:3,2,2,3,0.25,1.0,2.25,1,0.0,0.6,3.0,0.0,1,80
2015-06-21 10:00:00,Belçika,Polonya,3:2,1,3,2,0.25,1.0,2.25,0,0.4,1.4,2.4,1.0,9,75
2015-06-21 12:00:00,Hollanda,Bulgaristan,3:0,1,3,0,0.75,2.25,1.0,0,0.5,1.5,2.5,0.0,39,14
2015-06-21 15:30:00,İtalya,Romanya,0:3,2,0,3,0.4,2.0,2.0,1,0.0,0.0,3.0,0.0,112,78
2015-06-21 17:30:00,Hırvatistan,Almanya,0:3,2,0,3,0.25,1.0,2.25,1,0.4,2.0,2.0,0.0,41,1
2015-06-21 21:00:00,Türkiye,Azerbaycan,3:0,1,3,0,1.0,3.0,1.0,0,0.3333333333333333,1.3333333333333333,2.3333333333333335,0.0,92,7
2015-06-21 23:00:00,Rusya,Sırbistan,0:3,2,0,3,0.8,2.4,0.8,1,0.6666666666666666,2.6666666666666665,2.0,1.0,80,88
2015-06-23 14:00:00,Polonya,Almanya,3:2,1,3,2,0.6,1.8,1.6,0,0.6,2.4,1.4,0.0,75,1
2015-06-23 17:00:00,Türkiye,Rusya,3:1,1,3,1,1.0,3.0,0.8,0,0.2,1.0,2.8,0.5,92,80
2015-06-23 20:00:00,Azerbaycan,Hollanda,3:0,1,3,0,1.0,3.0,0.5,0,0.4,2.0,2.4,0.0,7,39
2015-06-23 22:00:00,Belçika,Sırbistan,2:3,2,2,3,0.4,1.4,2.2,1,0.75,2.75,1.5,0.0,9,88
2015-06-25 18:00:00,Polonya,Sırbistan,3:2,1,3,2,0.8,2.4,1.4,0,0.8,2.8,1.6,0.0,75,88
2015-06-25 20:30:00,Türkiye,Azerbaycan,3:2,1,3,2,1.0,3.0,1.0,0,0.25,1.0,2.5,1.0,92,7
2015-06-26 14:10:00,Kenya,Peru,0:3,2,0,3,1.0,3.0,0.0,1,0.3333333333333333,1.0,2.6666666666666665,0.0,49,74
2015-06-27 01:00:00,Türkiye,Polonya,3:0,1,3,0,1.0,3.0,1.0,0,0.2,1.2,2.8,0.0,92,75
2015-06-27 09:00:00,Küba,Cezayir,3:0,1,3,0,0.0,1.0,3.0,0,0.0,0.0,3.0,0.0,56,18
2015-06-27 13:10:00,Peru,Kolombiya,3:1,1,3,1,0.2,1.2,2.4,0,0.0,0.0,0.0,0.0,74,51
2015-06-27 15:40:00,Meksika,Kenya,2:3,2,2,3,0.0,0.0,0.0,1,0.25,1.5,2.25,0.0,65,49
2015-06-27 17:00:00,Azerbaycan,Sırbistan,2:3,2,2,3,1.0,3.0,0.3333333333333333,1,0.8,2.8,1.6,0.0,7,88
2015-06-28 12:00:00,Kazakistan,Küba,3:2,1,3,2,0.5,1.5,2.5,0,0.2,1.0,2.4,0.0,48,56
2015-06-28 12:10:00,Kolombiya,Kenya,3:0,1,3,0,0.0,0.0,0.0,0,0.4,1.8,2.2,0.0,51,49
